timing	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B30	B31	B32	B33	B34	B35	B36	B37	B38	B39	B40	B41	B42	B43	B44	B45	B46	B47	B48	B49	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B60	B61	B62	B63	B64	B65	B66	B67	B68	B69	B70	B71	B72	B73	B74	B75	B76	B77	B78	B79	B80	B81	B82	B83	B84	B85	B86	B87	B88	B89	B90	B91	B92	B93	B94	B95	B96	B97	B98	B99	B100	lowerCI	upperCI	meanCI
16.4 to 17.4	0.23	0.31	0.2	0.42	0.5	0.18	0.39	0.23	0.31	0.27	0.26	0.33	0.57	0.15	0.07	0.21	0.19	0.22	0.26	0.65	0.11	0.4	0.25	0.45	0.29	0.18	0.18	0.39	0.27	0.26	0.33	0.57	0.15	0.07	0.21	0.19	0.22	0.26	0.65	0.11	0.4	0.25	0.45	0.29	0.18	0.18	0.39	0.27	0.26	0.33	0.57	0.15	0.07	0.21	0.19	0.22	0.26	0.65	0.11	0.4	0.25	0.45	0.29	0.18	0.18	0.39	0.27	0.26	0.33	0.57	0.15	0.07	0.21	0.19	0.22	0.26	0.65	0.11	0.4	0.25	0.45	0.29	0.18	0.18	0.39	0.27	0.26	0.33	0.57	0.15	0.07	0.21	0.19	0.22	0.26	0.65	0.11	0.4	0.25	0.45	0.259902098	0.317697902	0.2888
16.5 to 17.5	0.23	0.31	0.2	0.42	0.5	0.18	0.39	0.23	0.31	0.27	0.26	0.33	0.57	0.15	0.07	0.21	0.19	0.22	0.26	0.65	0.11	0.4	0.25	0.45	0.29	0.18	0.18	0.39	0.27	0.26	0.33	0.57	0.15	0.07	0.21	0.19	0.22	0.26	0.65	0.11	0.4	0.25	0.45	0.29	0.18	0.18	0.39	0.27	0.26	0.33	0.57	0.15	0.07	0.21	0.19	0.22	0.26	0.65	0.11	0.4	0.25	0.45	0.29	0.18	0.18	0.39	0.27	0.26	0.33	0.57	0.15	0.07	0.21	0.19	0.22	0.26	0.65	0.11	0.4	0.25	0.45	0.29	0.18	0.18	0.39	0.27	0.26	0.33	0.57	0.15	0.07	0.21	0.19	0.22	0.26	0.65	0.11	0.4	0.25	0.45	0.259902098	0.317697902	0.2888
16.6 to 17.6	0.286666667	0.373333333	0.22	0.453333333	0.453333333	0.173333333	0.373333333	0.353333333	0.273333333	0.28	0.26	0.333333333	0.606666667	0.173333333	0.106666667	0.206666667	0.22	0.3	0.246666667	0.566666667	0.113333333	0.4	0.273333333	0.506666667	0.34	0.213333333	0.206666667	0.393333333	0.28	0.26	0.333333333	0.606666667	0.173333333	0.106666667	0.206666667	0.22	0.3	0.246666667	0.566666667	0.113333333	0.4	0.273333333	0.506666667	0.34	0.213333333	0.206666667	0.393333333	0.28	0.26	0.333333333	0.606666667	0.173333333	0.106666667	0.206666667	0.22	0.3	0.246666667	0.566666667	0.113333333	0.4	0.273333333	0.506666667	0.34	0.213333333	0.206666667	0.393333333	0.28	0.26	0.333333333	0.606666667	0.173333333	0.106666667	0.206666667	0.22	0.3	0.246666667	0.566666667	0.113333333	0.4	0.273333333	0.506666667	0.34	0.213333333	0.206666667	0.393333333	0.28	0.26	0.333333333	0.606666667	0.173333333	0.106666667	0.206666667	0.22	0.3	0.246666667	0.566666667	0.113333333	0.4	0.273333333	0.506666667	0.27844691	0.33235309	0.3054
16.7 to 17.7	0.333333333	0.393333333	0.273333333	0.473333333	0.473333333	0.14	0.426666667	0.42	0.213333333	0.26	0.246666667	0.353333333	0.593333333	0.133333333	0.12	0.206666667	0.273333333	0.42	0.3	0.46	0.186666667	0.34	0.333333333	0.446666667	0.386666667	0.266666667	0.246666667	0.406666667	0.26	0.246666667	0.353333333	0.593333333	0.133333333	0.12	0.206666667	0.273333333	0.42	0.3	0.46	0.186666667	0.34	0.333333333	0.446666667	0.386666667	0.266666667	0.246666667	0.406666667	0.26	0.246666667	0.353333333	0.593333333	0.133333333	0.12	0.206666667	0.273333333	0.42	0.3	0.46	0.186666667	0.34	0.333333333	0.446666667	0.386666667	0.266666667	0.246666667	0.406666667	0.26	0.246666667	0.353333333	0.593333333	0.133333333	0.12	0.206666667	0.273333333	0.42	0.3	0.46	0.186666667	0.34	0.333333333	0.446666667	0.386666667	0.266666667	0.246666667	0.406666667	0.26	0.246666667	0.353333333	0.593333333	0.133333333	0.12	0.206666667	0.273333333	0.42	0.3	0.46	0.186666667	0.34	0.333333333	0.446666667	0.293843966	0.340956034	0.3174
16.8 to 17.8	0.333333333	0.393333333	0.273333333	0.473333333	0.473333333	0.14	0.426666667	0.42	0.213333333	0.26	0.246666667	0.353333333	0.593333333	0.133333333	0.12	0.206666667	0.273333333	0.42	0.3	0.46	0.186666667	0.34	0.333333333	0.446666667	0.386666667	0.266666667	0.246666667	0.406666667	0.26	0.246666667	0.353333333	0.593333333	0.133333333	0.12	0.206666667	0.273333333	0.42	0.3	0.46	0.186666667	0.34	0.333333333	0.446666667	0.386666667	0.266666667	0.246666667	0.406666667	0.26	0.246666667	0.353333333	0.593333333	0.133333333	0.12	0.206666667	0.273333333	0.42	0.3	0.46	0.186666667	0.34	0.333333333	0.446666667	0.386666667	0.266666667	0.246666667	0.406666667	0.26	0.246666667	0.353333333	0.593333333	0.133333333	0.12	0.206666667	0.273333333	0.42	0.3	0.46	0.186666667	0.34	0.333333333	0.446666667	0.386666667	0.266666667	0.246666667	0.406666667	0.26	0.246666667	0.353333333	0.593333333	0.133333333	0.12	0.206666667	0.273333333	0.42	0.3	0.46	0.186666667	0.34	0.333333333	0.446666667	0.293843966	0.340956034	0.3174
16.9 to 17.9	0.333333333	0.393333333	0.273333333	0.473333333	0.473333333	0.14	0.426666667	0.42	0.213333333	0.26	0.246666667	0.353333333	0.593333333	0.133333333	0.12	0.206666667	0.273333333	0.42	0.3	0.46	0.186666667	0.34	0.333333333	0.446666667	0.386666667	0.266666667	0.246666667	0.406666667	0.26	0.246666667	0.353333333	0.593333333	0.133333333	0.12	0.206666667	0.273333333	0.42	0.3	0.46	0.186666667	0.34	0.333333333	0.446666667	0.386666667	0.266666667	0.246666667	0.406666667	0.26	0.246666667	0.353333333	0.593333333	0.133333333	0.12	0.206666667	0.273333333	0.42	0.3	0.46	0.186666667	0.34	0.333333333	0.446666667	0.386666667	0.266666667	0.246666667	0.406666667	0.26	0.246666667	0.353333333	0.593333333	0.133333333	0.12	0.206666667	0.273333333	0.42	0.3	0.46	0.186666667	0.34	0.333333333	0.446666667	0.386666667	0.266666667	0.246666667	0.406666667	0.26	0.246666667	0.353333333	0.593333333	0.133333333	0.12	0.206666667	0.273333333	0.42	0.3	0.46	0.186666667	0.34	0.333333333	0.446666667	0.293843966	0.340956034	0.3174
17 to 18	0.39	0.41	0.3	0.5	0.43	0.17	0.42	0.53	0.12	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.43	0.32	0.26	0.38	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.43	0.32	0.26	0.38	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.43	0.32	0.26	0.38	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.43	0.32	0.26	0.38	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.304387639	0.352212361	0.3283
17.1 to 18.1	0.39	0.41	0.3	0.5	0.43	0.17	0.42	0.53	0.12	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.43	0.32	0.26	0.38	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.43	0.32	0.26	0.38	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.43	0.32	0.26	0.38	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.43	0.32	0.26	0.38	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.304387639	0.352212361	0.3283
17.2 to 18.2	0.39	0.41	0.3	0.5	0.43	0.17	0.42	0.53	0.12	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.43	0.32	0.26	0.38	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.43	0.32	0.26	0.38	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.43	0.32	0.26	0.38	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.43	0.32	0.26	0.38	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.304387639	0.352212361	0.3283
17.3 to 18.3	0.39	0.41	0.3	0.5	0.43	0.17	0.42	0.53	0.12	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.43	0.32	0.26	0.38	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.43	0.32	0.26	0.38	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.43	0.32	0.26	0.38	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.43	0.32	0.26	0.38	0.22	0.24	0.38	0.51	0.16	0.15	0.18	0.3	0.54	0.26	0.47	0.21	0.35	0.38	0.45	0.304387639	0.352212361	0.3283
17.4 to 18.4	0.393333333	0.366666667	0.346666667	0.453333333	0.433333333	0.233333333	0.373333333	0.506666667	0.153333333	0.266666667	0.253333333	0.393333333	0.44	0.153333333	0.14	0.213333333	0.32	0.473333333	0.293333333	0.42	0.22	0.353333333	0.4	0.44	0.406666667	0.306666667	0.346666667	0.406666667	0.266666667	0.253333333	0.393333333	0.44	0.153333333	0.14	0.213333333	0.32	0.473333333	0.293333333	0.42	0.22	0.353333333	0.4	0.44	0.406666667	0.306666667	0.346666667	0.406666667	0.266666667	0.253333333	0.393333333	0.44	0.153333333	0.14	0.213333333	0.32	0.473333333	0.293333333	0.42	0.22	0.353333333	0.4	0.44	0.406666667	0.306666667	0.346666667	0.406666667	0.266666667	0.253333333	0.393333333	0.44	0.153333333	0.14	0.213333333	0.32	0.473333333	0.293333333	0.42	0.22	0.353333333	0.4	0.44	0.406666667	0.306666667	0.346666667	0.406666667	0.266666667	0.253333333	0.393333333	0.44	0.153333333	0.14	0.213333333	0.32	0.473333333	0.293333333	0.42	0.22	0.353333333	0.4	0.44	0.310437043	0.35009629	0.330266667
17.5 to 18.5	0.393333333	0.366666667	0.346666667	0.453333333	0.433333333	0.233333333	0.373333333	0.506666667	0.153333333	0.266666667	0.253333333	0.393333333	0.44	0.153333333	0.14	0.213333333	0.32	0.473333333	0.293333333	0.42	0.22	0.353333333	0.4	0.44	0.406666667	0.306666667	0.346666667	0.406666667	0.266666667	0.253333333	0.393333333	0.44	0.153333333	0.14	0.213333333	0.32	0.473333333	0.293333333	0.42	0.22	0.353333333	0.4	0.44	0.406666667	0.306666667	0.346666667	0.406666667	0.266666667	0.253333333	0.393333333	0.44	0.153333333	0.14	0.213333333	0.32	0.473333333	0.293333333	0.42	0.22	0.353333333	0.4	0.44	0.406666667	0.306666667	0.346666667	0.406666667	0.266666667	0.253333333	0.393333333	0.44	0.153333333	0.14	0.213333333	0.32	0.473333333	0.293333333	0.42	0.22	0.353333333	0.4	0.44	0.406666667	0.306666667	0.346666667	0.406666667	0.266666667	0.253333333	0.393333333	0.44	0.153333333	0.14	0.213333333	0.32	0.473333333	0.293333333	0.42	0.22	0.353333333	0.4	0.44	0.310437043	0.35009629	0.330266667
17.6 to 18.6	0.39	0.3	0.39	0.42	0.47	0.27	0.39	0.46	0.13	0.25	0.25	0.42	0.32	0.12	0.12	0.22	0.34	0.48	0.33	0.43	0.27	0.33	0.44	0.35	0.39	0.32	0.39	0.41	0.25	0.25	0.42	0.32	0.12	0.12	0.22	0.34	0.48	0.33	0.43	0.27	0.33	0.44	0.35	0.39	0.32	0.39	0.41	0.25	0.25	0.42	0.32	0.12	0.12	0.22	0.34	0.48	0.33	0.43	0.27	0.33	0.44	0.35	0.39	0.32	0.39	0.41	0.25	0.25	0.42	0.32	0.12	0.12	0.22	0.34	0.48	0.33	0.43	0.27	0.33	0.44	0.35	0.39	0.32	0.39	0.41	0.25	0.25	0.42	0.32	0.12	0.12	0.22	0.34	0.48	0.33	0.43	0.27	0.33	0.44	0.35	0.306126196	0.346073804	0.3261
17.7 to 18.7	0.37	0.3	0.38	0.36	0.4	0.5	0.3	0.41	0.13	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.306277105	0.340522895	0.3234
17.8 to 18.8	0.37	0.3	0.38	0.36	0.4	0.5	0.3	0.41	0.13	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.306277105	0.340522895	0.3234
17.9 to 18.9	0.37	0.3	0.38	0.36	0.4	0.5	0.3	0.41	0.13	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.306277105	0.340522895	0.3234
18 to 19	0.37	0.3	0.38	0.36	0.4	0.5	0.3	0.41	0.13	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.306277105	0.340522895	0.3234
18.1 to 19.1	0.37	0.3	0.38	0.36	0.4	0.5	0.3	0.41	0.13	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.306277105	0.340522895	0.3234
18.2 to 19.2	0.37	0.3	0.38	0.36	0.4	0.5	0.3	0.41	0.13	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.27	0.3	0.41	0.43	0.21	0.34	0.33	0.37	0.2	0.37	0.18	0.3	0.3	0.25	0.35	0.27	0.35	0.35	0.54	0.306277105	0.340522895	0.3234
18.3 to 19.3	0.366666667	0.32	0.406666667	0.4	0.373333333	0.406666667	0.333333333	0.36	0.16	0.18	0.353333333	0.366666667	0.353333333	0.266666667	0.366666667	0.153333333	0.32	0.366666667	0.3	0.373333333	0.233333333	0.393333333	0.453333333	0.52	0.293333333	0.366666667	0.393333333	0.453333333	0.18	0.353333333	0.366666667	0.353333333	0.266666667	0.366666667	0.153333333	0.32	0.366666667	0.3	0.373333333	0.233333333	0.393333333	0.453333333	0.52	0.293333333	0.366666667	0.393333333	0.453333333	0.18	0.353333333	0.366666667	0.353333333	0.266666667	0.366666667	0.153333333	0.32	0.366666667	0.3	0.373333333	0.233333333	0.393333333	0.453333333	0.52	0.293333333	0.366666667	0.393333333	0.453333333	0.18	0.353333333	0.366666667	0.353333333	0.266666667	0.366666667	0.153333333	0.32	0.366666667	0.3	0.373333333	0.233333333	0.393333333	0.453333333	0.52	0.293333333	0.366666667	0.393333333	0.453333333	0.18	0.353333333	0.366666667	0.353333333	0.266666667	0.366666667	0.153333333	0.32	0.366666667	0.3	0.373333333	0.233333333	0.393333333	0.453333333	0.52	0.323965278	0.359101388	0.341533333
18.4 to 19.4	0.35	0.34	0.39	0.42	0.34	0.43	0.36	0.31	0.13	0.09	0.39	0.34	0.38	0.33	0.49	0.09	0.3	0.38	0.27	0.4	0.23	0.41	0.46	0.57	0.26	0.41	0.33	0.45	0.09	0.39	0.34	0.38	0.33	0.49	0.09	0.3	0.38	0.27	0.4	0.23	0.41	0.46	0.57	0.26	0.41	0.33	0.45	0.09	0.39	0.34	0.38	0.33	0.49	0.09	0.3	0.38	0.27	0.4	0.23	0.41	0.46	0.57	0.26	0.41	0.33	0.45	0.09	0.39	0.34	0.38	0.33	0.49	0.09	0.3	0.38	0.27	0.4	0.23	0.41	0.46	0.57	0.26	0.41	0.33	0.45	0.09	0.39	0.34	0.38	0.33	0.49	0.09	0.3	0.38	0.27	0.4	0.23	0.41	0.46	0.57	0.321669165	0.368730835	0.3452
18.5 to 19.5	0.35	0.34	0.39	0.42	0.34	0.43	0.36	0.31	0.13	0.09	0.39	0.34	0.38	0.33	0.49	0.09	0.3	0.38	0.27	0.4	0.23	0.41	0.46	0.57	0.26	0.41	0.33	0.45	0.09	0.39	0.34	0.38	0.33	0.49	0.09	0.3	0.38	0.27	0.4	0.23	0.41	0.46	0.57	0.26	0.41	0.33	0.45	0.09	0.39	0.34	0.38	0.33	0.49	0.09	0.3	0.38	0.27	0.4	0.23	0.41	0.46	0.57	0.26	0.41	0.33	0.45	0.09	0.39	0.34	0.38	0.33	0.49	0.09	0.3	0.38	0.27	0.4	0.23	0.41	0.46	0.57	0.26	0.41	0.33	0.45	0.09	0.39	0.34	0.38	0.33	0.49	0.09	0.3	0.38	0.27	0.4	0.23	0.41	0.46	0.57	0.321669165	0.368730835	0.3452
18.6 to 19.6	0.35	0.34	0.39	0.42	0.34	0.43	0.36	0.31	0.13	0.09	0.39	0.34	0.38	0.33	0.49	0.09	0.3	0.38	0.27	0.4	0.23	0.41	0.46	0.57	0.26	0.41	0.33	0.45	0.09	0.39	0.34	0.38	0.33	0.49	0.09	0.3	0.38	0.27	0.4	0.23	0.41	0.46	0.57	0.26	0.41	0.33	0.45	0.09	0.39	0.34	0.38	0.33	0.49	0.09	0.3	0.38	0.27	0.4	0.23	0.41	0.46	0.57	0.26	0.41	0.33	0.45	0.09	0.39	0.34	0.38	0.33	0.49	0.09	0.3	0.38	0.27	0.4	0.23	0.41	0.46	0.57	0.26	0.41	0.33	0.45	0.09	0.39	0.34	0.38	0.33	0.49	0.09	0.3	0.38	0.27	0.4	0.23	0.41	0.46	0.57	0.321669165	0.368730835	0.3452
18.7 to 19.7	0.36	0.36	0.46	0.48	0.32	0.22	0.4	0.26	0.22	0.12	0.38	0.44	0.32	0.4	0.36	0.1	0.36	0.5	0.4	0.42	0.16	0.48	0.66	0.48	0.34	0.5	0.36	0.5	0.12	0.38	0.44	0.32	0.4	0.36	0.1	0.36	0.5	0.4	0.42	0.16	0.48	0.66	0.48	0.34	0.5	0.36	0.5	0.12	0.38	0.44	0.32	0.4	0.36	0.1	0.36	0.5	0.4	0.42	0.16	0.48	0.66	0.48	0.34	0.5	0.36	0.5	0.12	0.38	0.44	0.32	0.4	0.36	0.1	0.36	0.5	0.4	0.42	0.16	0.48	0.66	0.48	0.34	0.5	0.36	0.5	0.12	0.38	0.44	0.32	0.4	0.36	0.1	0.36	0.5	0.4	0.42	0.16	0.48	0.66	0.48	0.351063292	0.404536708	0.3778
18.8 to 19.8	0.36	0.36	0.46	0.48	0.32	0.22	0.4	0.26	0.22	0.12	0.38	0.44	0.32	0.4	0.36	0.1	0.36	0.5	0.4	0.42	0.16	0.48	0.66	0.48	0.34	0.5	0.36	0.5	0.12	0.38	0.44	0.32	0.4	0.36	0.1	0.36	0.5	0.4	0.42	0.16	0.48	0.66	0.48	0.34	0.5	0.36	0.5	0.12	0.38	0.44	0.32	0.4	0.36	0.1	0.36	0.5	0.4	0.42	0.16	0.48	0.66	0.48	0.34	0.5	0.36	0.5	0.12	0.38	0.44	0.32	0.4	0.36	0.1	0.36	0.5	0.4	0.42	0.16	0.48	0.66	0.48	0.34	0.5	0.36	0.5	0.12	0.38	0.44	0.32	0.4	0.36	0.1	0.36	0.5	0.4	0.42	0.16	0.48	0.66	0.48	0.351063292	0.404536708	0.3778
18.9 to 19.9	0.36	0.35	0.42	0.41	0.5	0.3	0.48	0.28	0.28	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.3	0.4	0.38	0.52	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.3	0.4	0.38	0.52	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.3	0.4	0.38	0.52	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.3	0.4	0.38	0.52	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.344842433	0.378757567	0.3618
19 to 20	0.36	0.35	0.42	0.41	0.5	0.3	0.48	0.28	0.28	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.3	0.4	0.38	0.52	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.3	0.4	0.38	0.52	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.3	0.4	0.38	0.52	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.3	0.4	0.38	0.52	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.344842433	0.378757567	0.3618
19.1 to 20.1	0.36	0.35	0.42	0.41	0.5	0.3	0.48	0.28	0.28	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.3	0.4	0.38	0.52	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.3	0.4	0.38	0.52	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.3	0.4	0.38	0.52	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.3	0.4	0.38	0.52	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.344842433	0.378757567	0.3618
19.2 to 20.2	0.36	0.35	0.42	0.41	0.5	0.3	0.48	0.28	0.28	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.3	0.4	0.38	0.52	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.3	0.4	0.38	0.52	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.3	0.4	0.38	0.52	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.3	0.4	0.38	0.52	0.29	0.38	0.41	0.35	0.37	0.33	0.15	0.34	0.43	0.3	0.41	0.24	0.34	0.52	0.42	0.344842433	0.378757567	0.3618
