group,model,lnL,AIC,AICc,timing,tree.no,delta,w
agamidae,OUS,38.77998414,-67.55996828,-66.91480699,NAS 45.5961484264358,26,5464.75071,0
agamidae,OUMA,2772.28928,-5532.578561,-5531.665517,NAMA 51.3191229420308,26,0,1
agamidae,OUMV,62.04281912,-112.0856382,-111.1725948,NAMV 40.969730246803,26,5420.492922,0
agamidae,OUMVA,65.14145764,-116.2829153,-115.052146,NAMVA 41.5526295071732,26,5416.613371,0
agamidae,DensDep,36.52227095,-69.0445419,-68.9195419,NA,26,5462.745975,0
agamidae,fit_env,43.36704882,-80.73409764,-80.48146606,NA,26,5451.184051,0
agamidae,EB,71.38669746,-134.7733949,-134.347863,NA26,27,3.1560639,0.159627237
agamidae,delta,68.47003679,-128.9400736,-128.5145417,NA26,27,8.9893852,0.008638083
agamidae,TS,58.18390252,-110.367805,-110.1124859,326,27,27.391441,8.72E-07
agamidae,TRC,72.96701723,-137.9340345,-137.5039269,77,27,0,0.773459478
agamidae,SRC,64.21320346,-122.4264069,-122.1710878,82,27,15.3328391,0.000362205
agamidae,OUS,56.60101522,-103.2020304,-102.5568691,NAS 43.0376994380962,27,34.9470578,1.99E-08
agamidae,OUMA,72.29200878,-132.5840176,-131.6709741,NAMA 38.8184283105191,27,5.8329528,0.04186277
agamidae,OUMV,69.61523674,-127.2304735,-126.31743,NAMV 52.8490271447355,27,11.1864969,0.002879524
agamidae,OUMVA,72.29437287,-130.5887457,-129.3579765,NAMVA 38.8186015399945,27,8.1459504,0.013169428
agamidae,DensDep,55.735516,-107.471032,-107.346032,NA,27,30.1578949,2.19E-07
agamidae,fit_env,56.51728531,-107.0345706,-106.781939,NA,27,30.72198786,1.65E-07
agamidae,EB,69.63610501,-131.27221,-130.8466781,NA27,28,9.6768887,0.007816549
agamidae,delta,66.81052323,-125.6210465,-125.1955145,NA27,28,15.3280523,0.000463319
agamidae,TS,59.88371088,-113.7674218,-113.5121026,327,28,27.0114642,1.35E-06
agamidae,TRC,74.47683718,-140.9536744,-140.5235668,11,28,0,0.987017262
agamidae,SRC,67.47709928,-128.9541986,-128.6988794,1116,28,11.8246874,0.002670709
agamidae,OUS,59.0655346,-108.1310692,-107.4859079,NAS 34.0198171981071,28,33.0376589,6.61E-08
agamidae,OUMA,70.24753068,-128.4950614,-127.5820179,NAMA 33.5983143178584,28,12.9415489,0.001527929
agamidae,OUMV,65.5019254,-119.0038508,-118.0908073,NAMV 49.0996523010843,28,22.4327595,1.33E-05
agamidae,OUMVA,70.26761978,-126.5352396,-125.3044703,NAMVA 33.5983143135139,28,15.2190965,0.00048926
agamidae,DensDep,56.14350474,-108.2870095,-108.1620095,NA,28,32.36155733,9.27E-08
agamidae,fit_env,57.92427956,-109.8485591,-109.5959275,NA,28,30.92763926,1.90E-07
agamidae,EB,71.45522364,-134.9104473,-134.4849154,NA28,29,3.2886456,0.150328993
agamidae,delta,68.59646845,-129.1929369,-128.767405,NA28,29,9.006156,0.008619878
agamidae,TS,56.95867742,-107.9173548,-107.6620357,328,29,30.1115253,2.25E-07
agamidae,TRC,73.10183427,-138.2036685,-137.773561,91,29,0,0.77832874
agamidae,SRC,61.39072276,-116.7814455,-116.5261264,1117,29,21.2474346,1.89E-05
agamidae,OUS,54.9485707,-99.8971414,-99.25198011,NAS 37.0408902210211,29,38.52158089,3.36E-09
agamidae,OUMA,72.73240508,-133.4648102,-132.5517667,NAMA 33.9454849862985,29,5.2217943,0.057182724
agamidae,OUMV,69.28585993,-126.5717199,-125.6586764,NAMV 50.9757343199027,29,12.1148846,0.001821584
agamidae,OUMVA,71.15303968,-128.3060794,-127.0753101,NAMVA 35.1756461800774,29,10.6982509,0.003698856
agamidae,DensDep,51.55994411,-99.11988821,-98.99488821,NA,29,38.77867279,2.95E-09
agamidae,fit_env,55.52081402,-105.041628,-104.7889965,NA,29,32.98456453,5.35E-08
agamidae,EB,68.39918115,-128.7983623,-128.3728304,NA29,30,4.0281544,0.115420068
agamidae,delta,66.42365587,-124.8473117,-124.4217798,NA29,30,7.979205,0.016007429
agamidae,TS,57.75379191,-109.5075838,-109.2522647,329,30,23.1487201,8.13E-06
agamidae,TRC,70.41554618,-132.8310924,-132.4009848,78,30,0,0.864935933
agamidae,SRC,59.83407377,-113.6681475,-113.4128284,94,30,18.9881564,6.51E-05
agamidae,OUS,58.0998581,-106.1997162,-105.5545549,NAS 34.8044995165129,30,26.8464299,1.28E-06
agamidae,OUMA,66.7508461,-121.5016922,-120.5886487,NAMA 34.6379967678489,30,11.8123361,0.002354874
agamidae,OUMV,65.0756545,-118.151309,-117.2382655,NAMV 48.4541708619257,30,15.1627193,0.000441003
agamidae,OUMVA,66.78448755,-119.5689751,-118.3382059,NAMVA 34.6379967657613,30,14.0627789,0.000764347
agamidae,DensDep,52.99338871,-101.9867774,-101.8617774,NA,30,30.53920739,2.02E-07
agamidae,fit_env,56.12846643,-106.2569329,-106.0043013,NA,30,26.39668352,1.60E-06
agamidae,EB,71.59638198,-135.192764,-134.767232,NA30,31,3.6753844,0.117463688
agamidae,delta,69.27373569,-130.5474714,-130.1219395,NA30,31,8.3206769,0.011513071
agamidae,TS,59.87821216,-113.7564243,-113.5011052,330,31,24.9415112,2.83E-06
agamidae,TRC,73.43636197,-138.8727239,-138.4426164,79,31,0,0.737909688
agamidae,SRC,67.3374424,-128.6748848,-128.4195657,1118,31,10.0230507,0.004915021
agamidae,OUS,62.92288922,-115.8457784,-115.2006171,NAS 43.5036360270178,31,23.2419993,6.62E-06
agamidae,OUMA,73.63286664,-135.2657333,-134.3526898,NAMA 41.8979183420238,31,4.0899266,0.0954744
agamidae,OUMV,69.53127414,-127.0625483,-126.1495048,NAMV 43.5034761856799,31,12.2931116,0.001579748
agamidae,OUMVA,73.67107909,-133.3421582,-132.1113889,NAMVA 41.8979183270739,31,6.3312275,0.031131112
agamidae,DensDep,58.79297718,-113.5859544,-113.4609544,NA,31,24.98166204,2.78E-06
agamidae,fit_env,58.87734703,-111.7546941,-111.5020625,NA,31,26.94055393,1.04E-06
agamidae,EB,73.37522964,-138.7504593,-138.3249274,NA31,32,2.8598081,0.182888729
agamidae,delta,71.10401362,-134.2080272,-133.7824953,NA31,32,7.4022402,0.01887167
agamidae,TS,63.04084574,-120.0816915,-119.8263723,331,32,21.3583632,1.76E-05
agamidae,TRC,74.80742153,-141.6148431,-141.1847355,92,32,0,0.764163659
agamidae,SRC,67.31415622,-128.6283124,-128.3729933,1119,32,12.8117422,0.001262269
agamidae,OUS,61.39537526,-112.7907505,-112.1455892,NAS 38.9819335807735,32,29.0391463,3.78E-07
agamidae,OUMA,72.5778454,-133.1556908,-132.2426473,NAMA 36.769654605382,32,8.9420882,0.008738494
agamidae,OUMV,70.20791207,-128.4158241,-127.5027807,NAMV 51.0920393479015,32,13.6819548,0.000816935
agamidae,OUMVA,74.7145774,-135.4291548,-134.1983856,NAMVA 35.3050955818715,32,6.9863499,0.023233775
agamidae,DensDep,60.24817644,-116.4963529,-116.3713529,NA,32,24.81338263,3.13E-06
agamidae,fit_env,61.38800532,-116.7760106,-116.5233791,NA,32,24.66135645,3.37E-06
agamidae,EB,74.43541403,-140.8708281,-140.4452961,NA32,33,6.9269688,0.02823859
agamidae,delta,70.59939693,-133.1987939,-132.7732619,NA32,33,14.599003,0.000609371
agamidae,TS,64.18537862,-122.3707572,-122.1154381,332,33,25.2568268,2.96E-06
agamidae,TRC,77.90118619,-147.8023724,-147.3722649,111,33,0,0.901602643
agamidae,SRC,74.15026718,-142.3005344,-142.0452152,1120,33,5.3270497,0.062843596
agamidae,OUS,64.8955139,-119.7910278,-119.1458665,NAS 41.7357063300387,33,28.2263984,6.69E-07
agamidae,OUMA,75.22652974,-138.4530595,-137.540016,NAMA 38.7480919177917,33,9.8322489,0.00660647
agamidae,OUMV,70.89734373,-129.7946875,-128.881644,NAMV 51.4227976646044,33,18.4906209,8.71E-05
agamidae,OUMVA,69.60582814,-125.2116563,-123.980887,NAMVA 41.6354374669869,33,23.3913779,7.51E-06
agamidae,DensDep,61.80122511,-119.6024502,-119.4774502,NA,33,27.89481467,7.90E-07
agamidae,fit_env,62.03027844,-118.0605569,-117.8079253,NA,33,29.5643396,3.43E-07
agamidae,EB,71.98677381,-135.9735476,-135.5480157,NA33,34,6.3932399,0.039017293
agamidae,delta,69.08324762,-130.1664952,-129.7409633,NA33,34,12.2002923,0.0021393
agamidae,TS,61.27073897,-116.5414779,-116.2861588,333,34,25.6550968,2.56E-06
agamidae,TRC,75.18568156,-142.3713631,-141.9412556,93,34,0,0.953963013
agamidae,SRC,68.822005,-131.64401,-131.3886909,103,34,10.5525647,0.004876085
agamidae,OUS,60.14954311,-110.2990862,-109.6539249,NAS 53.3353955535037,34,32.2873307,9.30E-08
agamidae,OUMA,62.23459026,-112.4691805,-111.556137,NAMA 50.5157354796086,34,30.3851186,2.41E-07
agamidae,OUMV,61.82269833,-111.6453967,-110.7323532,NAMV 50.0832352012648,34,31.2089024,1.59E-07
agamidae,OUMVA,61.30255781,-108.6051156,-107.3743464,NAMVA 52.7368440180533,34,34.5669092,2.97E-08
agamidae,DensDep,58.96997055,-113.9399411,-113.8149411,NA,34,28.1263145,7.45E-07
agamidae,fit_env,59.59445927,-113.1889185,-112.936287,NA,34,29.00496864,4.80E-07
agamidae,EB,70.32234843,-132.6446969,-132.219165,NA34,35,5.9537719,0.047092348
agamidae,delta,67.4565898,-126.9131796,-126.4876477,NA34,35,11.6852892,0.002681434
agamidae,TS,56.24847899,-106.496958,-106.2416388,334,35,31.9312981,1.08E-07
agamidae,TRC,73.30152219,-138.6030444,-138.1729369,63,35,0,0.924262819
agamidae,SRC,67.34008492,-128.6801698,-128.4248507,95,35,9.7480862,0.00706359
agamidae,OUS,57.20683807,-104.4136761,-103.7685149,NAS 46.5520494412964,35,34.404422,3.13E-08
agamidae,OUMA,71.32290706,-130.6458141,-129.7327706,NAMA 45.0885252420124,35,8.4401663,0.013584281
agamidae,OUMV,66.74022992,-121.4804598,-120.5674164,NAMV 53.8876291009683,35,17.6055205,0.000138933
agamidae,OUMVA,71.51689935,-129.0337987,-127.8030295,NAMVA 45.0885517189392,35,10.3699074,0.005176053
agamidae,DensDep,56.10707882,-108.2141576,-108.0891576,NA,35,30.08377927,2.71E-07
agamidae,fit_env,56.45219621,-106.9043924,-106.6517608,NA,35,31.52117605,1.32E-07
agamidae,EB,72.43113366,-136.8622673,-136.4367354,NA35,36,5.7500308,0.025190942
agamidae,delta,69.20267443,-130.4053489,-129.9798169,NA35,36,12.2069493,0.000998027
agamidae,TS,59.86486713,-113.7297343,-113.4744151,335,36,28.7123511,2.60E-07
agamidae,TRC,75.30843687,-142.6168737,-142.1867662,94,36,0,0.446527015
agamidae,SRC,65.36015122,-124.7203024,-124.4649833,104,36,17.7217829,6.33E-05
agamidae,OUS,58.77531955,-107.5506391,-106.9054778,NAS 36.592191745054,36,35.2812884,9.74E-09
agamidae,OUMA,77.42621302,-142.852426,-141.9393826,NAMA 33.8537661955122,36,0.2473836,0.394574553
agamidae,OUMV,73.64378138,-135.2875628,-134.3745193,NAMV 33.8537659203718,36,7.8122469,0.008983382
agamidae,OUMVA,77.42482345,-140.8496469,-139.6188777,NAMVA 33.8537683999291,36,2.5678885,0.123662447
agamidae,DensDep,55.01782381,-106.0356476,-105.9106476,NA,36,36.27611858,5.92E-09
agamidae,fit_env,57.58454397,-109.1690879,-108.9164564,NA,36,33.27030983,2.66E-08
agamidae,EB,70.88681368,-133.7736274,-133.3480954,NA36,37,5.5990068,0.05330954
agamidae,delta,69.0238356,-130.0476712,-129.6221393,NA36,37,9.3249629,0.008274159
agamidae,TS,61.86293797,-117.7258759,-117.4705568,336,37,21.4765454,1.90E-05
agamidae,TRC,73.68860486,-139.3772097,-138.9471022,810,37,0,0.876221316
agamidae,SRC,68.88426203,-131.7685241,-131.5132049,105,37,7.4338973,0.021299212
agamidae,OUS,60.94715647,-111.8943129,-111.2491517,NAS 38.9404556310872,37,27.6979505,8.47E-07
agamidae,OUMA,68.71354459,-125.4270892,-124.5140457,NAMA 40.1593293577803,37,14.4330565,0.000643451
agamidae,OUMV,64.58542991,-117.1708598,-116.2578163,NAMV 53.7678843972222,37,22.6892859,1.04E-05
agamidae,OUMVA,74.0072048,-134.0144096,-132.7836404,NAMVA 38.4310127661639,37,6.1634618,0.040200836
agamidae,DensDep,60.58538034,-117.1707607,-117.0457607,NA,37,21.90134152,1.54E-05
agamidae,fit_env,60.68863003,-115.3772601,-115.1246285,NA,37,23.82247371,5.88E-06
agamidae,EB,70.20257101,-132.405142,-131.9796101,NA37,38,5.1200999,0.041300609
agamidae,delta,68.85245942,-129.7049188,-129.2793869,NA37,38,7.8203231,0.010705586
agamidae,TS,59.58481448,-113.169629,-112.9143098,337,38,24.1854002,2.99E-06
agamidae,TRC,72.76490876,-137.5298175,-137.09971,710,38,0,0.534283821
agamidae,SRC,64.17475231,-122.3495046,-122.0941855,83,38,15.0055245,0.000294689
agamidae,OUS,59.09799552,-108.195991,-107.5508298,NAS 38.9371442249533,38,29.5488802,2.05E-07
agamidae,OUMA,74.40244723,-136.8048945,-135.891851,NAMA 36.7317027212438,38,1.207859,0.292071226
agamidae,OUMV,72.23228157,-132.4645631,-131.5515197,NAMV 36.7317027372795,38,5.5481903,0.033342473
agamidae,OUMVA,74.36160686,-134.7232137,-133.4924445,NAMVA 36.7317151311742,38,3.6072655,0.087996272
agamidae,DensDep,57.50510365,-111.0102073,-110.8852073,NA,38,26.21450271,1.08E-06
agamidae,fit_env,58.52963812,-111.0592762,-110.8066447,NA,38,26.29306534,1.04E-06
agamidae,EB,71.53467326,-135.0693465,-134.6438146,NA38,39,7.7795391,0.016877603
agamidae,delta,59.62019691,-111.2403938,-110.8148619,NA38,39,31.6084918,1.13E-07
agamidae,TS,62.68228068,-119.3645614,-119.1092422,338,39,23.3141115,7.15E-06
agamidae,TRC,75.42673062,-142.8534612,-142.4233537,64,39,0,0.825308328
agamidae,SRC,68.56064744,-131.1212949,-130.8659757,71,39,11.557378,0.002552487
agamidae,OUS,64.70194951,-119.403899,-118.7587377,NAS 40.6923683833036,39,23.664616,6.00E-06
agamidae,OUMA,75.9971229,-139.9942458,-139.0812023,NAMA 39.7907884195561,39,3.3421514,0.155194838
agamidae,OUMV,64.85831666,-117.7166333,-116.8035898,NAMV 54.0387323828318,39,25.6197639,2.26E-06
agamidae,OUMVA,68.7247612,-123.4495224,-122.2187532,NAMVA 42.2073854462709,39,20.2046005,3.38E-05
agamidae,DensDep,62.23210969,-120.4642194,-120.3392194,NA,39,22.08413433,1.32E-05
agamidae,fit_env,62.14742382,-118.2948476,-118.0422161,NA,39,24.38113763,4.19E-06
agamidae,EB,69.44996466,-130.8999293,-130.4743974,NA39,40,5.3893875,0.053614744
agamidae,delta,67.11746957,-126.2349391,-125.8094072,NA39,40,10.0543777,0.005203487
agamidae,TS,62.93597659,-119.8719532,-119.616634,339,40,16.2471509,0.000235262
agamidae,TRC,72.14694621,-136.2938924,-135.8637849,711,40,0,0.793551029
agamidae,SRC,67.7729521,-129.5459042,-129.290585,84,40,6.5731999,0.029663517
agamidae,OUS,64.78651185,-119.5730237,-118.9278624,NAS 40.8966991534396,40,16.9359225,0.000166719
agamidae,OUMA,71.73993972,-131.4798794,-130.566836,NAMA 38.7091207236969,40,5.2969489,0.056150939
agamidae,OUMV,67.15235569,-122.3047114,-121.3916679,NAMV 51.4183338609555,40,14.472117,0.000571472
agamidae,OUMVA,72.97508253,-131.9501651,-130.7193958,NAMVA 40.4661091589534,40,5.1443891,0.060601721
agamidae,DensDep,61.64508928,-119.2901786,-119.1651786,NA,40,16.69860635,0.000187723
agamidae,fit_env,61.4515278,-116.9030556,-116.650424,NA,40,19.21336088,5.34E-05
agamidae,EB,68.96877471,-129.9375494,-129.5120175,NA40,41,5.3042428,0.063870939
agamidae,delta,67.4384947,-126.8769894,-126.4514575,NA40,41,8.3648028,0.013826465
agamidae,TS,62.36174484,-118.7234897,-118.4681705,340,41,16.3480898,0.000255366
agamidae,TRC,71.62318393,-135.2463679,-134.8162603,712,41,0,0.905951592
agamidae,SRC,66.33902239,-126.6780448,-126.4227256,1121,41,8.3935347,0.013629254
agamidae,OUS,63.63040254,-117.2608051,-116.6156438,NAS 54.342704991575,41,18.2006165,0.000101133
agamidae,OUMA,66.56063532,-121.1212706,-120.2082272,NAMA 51.1279106718204,41,14.6080331,0.000609552
agamidae,OUMV,67.38190885,-122.7638177,-121.8507742,NAMV 51.1279013358504,41,12.9654861,0.001385752
agamidae,OUMVA,64.30925716,-114.6185143,-113.3877451,NAMVA 54.1773828576859,41,21.4285152,2.01E-05
agamidae,DensDep,61.36344078,-118.7268816,-118.6018816,NA,41,16.21437874,0.000273022
agamidae,fit_env,61.15878029,-116.3175606,-116.064929,NA,41,18.7513313,7.68E-05
agamidae,EB,65.81093014,-123.6218603,-123.1963284,NA41,42,21.9598233,9.92E-06
agamidae,delta,71.90936438,-135.8187288,-135.3931968,NA41,42,9.7629549,0.004415313
agamidae,TS,67.41231735,-128.8246347,-128.5693156,341,42,16.5868361,0.000145604
agamidae,TRC,76.79312961,-145.5862592,-145.1561517,811,42,0,0.582049857
agamidae,SRC,73.89185685,-141.7837137,-141.5283945,1122,42,3.6277572,0.094886127
agamidae,OUS,72.07629344,-134.1525869,-133.5074256,NAS 42.404017021801,42,11.6487261,0.001719774
agamidae,OUMA,77.92409093,-143.8481819,-142.9351384,NAMA 42.3088423540216,42,2.2210133,0.191722585
agamidae,OUMV,76.83521083,-141.6704217,-140.7573782,NAMV 42.3088408377237,42,4.3987735,0.064532525
agamidae,OUMVA,77.92522855,-141.8504571,-140.6196879,NAMVA 42.3088414529508,42,4.5364638,0.060239255
agamidae,DensDep,66.78847778,-129.5769556,-129.4519556,NA,42,15.70419614,0.00022638
agamidae,fit_env,66.39396907,-126.7879381,-126.5353066,NA,42,18.62084514,5.27E-05
agamidae,EB,70.97230882,-133.9446176,-133.5190857,NA42,43,6.9592036,0.016868118
agamidae,delta,68.16097226,-128.3219445,-127.8964126,NA42,43,12.5818767,0.001014188
agamidae,TS,63.37199103,-120.7439821,-120.4886629,342,43,19.9896264,2.50E-05
agamidae,TRC,73.7042469,-139.4084938,-138.9783863,812,43,1.499903,0.258546511
agamidae,SRC,68.81692263,-131.6338453,-131.3785261,106,43,9.0997632,0.005784289
agamidae,OUS,65.88558513,-121.7711703,-121.126009,NAS 39.5371241661639,43,19.3522803,3.44E-05
agamidae,OUMA,76.69566639,-141.3913328,-140.4782893,NAMA 39.0538608503503,43,0,0.547316422
agamidae,OUMV,69.67236151,-127.344723,-126.4316796,NAMV 51.639226251681,43,14.0466097,0.000487591
agamidae,OUMVA,76.68472882,-139.3694576,-138.1386884,NAMVA 39.0538608831987,43,2.3396009,0.169902825
agamidae,DensDep,61.83461986,-119.6692397,-119.5442397,NA,43,20.93404959,1.56E-05
agamidae,fit_env,61.79171539,-117.5834308,-117.3307992,NA,43,23.14749009,5.15E-06
agamidae,EB,72.22746135,-136.4549227,-136.0293908,NA43,44,6.0310843,0.044579772
agamidae,delta,69.16321138,-130.3264228,-129.9008908,NA43,44,12.1595843,0.002081378
agamidae,TS,59.20509447,-112.4101889,-112.1548698,343,44,29.9056053,2.92E-07
agamidae,TRC,75.2452913,-142.4905826,-142.0604751,813,44,0,0.909433939
agamidae,SRC,66.49881382,-126.9976276,-126.7423085,96,44,15.3181666,0.000429016
agamidae,OUS,57.7649739,-105.5299478,-104.8847865,NAS 39.1474039534079,44,37.1756886,7.69E-09
agamidae,OUMA,74.18523318,-136.3704664,-135.4574229,NAMA 38.2571799082755,44,6.6030522,0.033491654
agamidae,OUMV,68.87173844,-125.7434769,-124.8304334,NAMV 51.2960242142923,44,17.2300417,0.000164936
agamidae,OUMVA,74.11710715,-134.2342143,-133.0034451,NAMVA 38.2571797147768,44,9.05703,0.009818883
agamidae,DensDep,56.6430004,-109.2860008,-109.1610008,NA,44,32.89947431,6.53E-08
agamidae,fit_env,57.58567627,-109.1713525,-108.918721,NA,44,33.14175413,5.78E-08
agamidae,EB,73.1580145,-138.316029,-137.8904971,NA44,45,6.0948362,0.040308815
agamidae,delta,55.98398685,-103.9679737,-103.5424418,NA44,45,40.4428915,1.40E-09
agamidae,TS,60.39878072,-114.7975614,-114.5422423,344,45,29.443091,3.43E-07
agamidae,TRC,76.20772041,-144.4154408,-143.9853333,112,45,0,0.848939807
agamidae,SRC,72.47540704,-138.9508141,-138.6954949,1123,45,5.2898384,0.060284142
agamidae,OUS,60.50517519,-111.0103504,-110.3651891,NAS 43.9109519578448,45,33.6201442,4.25E-08
agamidae,OUMA,75.353623,-138.707246,-137.7942025,NAMA 41.8370267189257,45,6.1911308,0.038414035
agamidae,OUMV,67.97129537,-123.9425907,-123.0295473,NAMV 43.4081386370503,45,20.955786,2.39E-05
agamidae,OUMVA,75.35135345,-136.7027069,-135.4719377,NAMVA 41.8370268365926,45,8.5133956,0.01202864
agamidae,DensDep,58.67295318,-113.3459064,-113.2209064,NA,45,30.76442693,1.77E-07
agamidae,fit_env,59.1344367,-112.2688734,-112.0162418,NA,45,31.96909149,9.70E-08
agamidae,EB,72.19050668,-136.3810134,-135.9554814,NA45,46,3.3809465,0.102240435
agamidae,delta,69.42360225,-130.8472045,-130.4216726,NA45,46,8.9147553,0.006426454
agamidae,TS,59.81150442,-113.6230088,-113.3676897,345,46,25.9687382,1.27E-06
agamidae,TRC,73.88326769,-139.7665354,-139.3364279,104,46,0,0.554352351
agamidae,SRC,64.23902193,-122.4780439,-122.2227247,1124,46,17.1137032,0.00010656
agamidae,OUS,58.12128733,-106.2425747,-105.5974134,NAS 36.1746659397279,46,33.7390145,2.61E-08
agamidae,OUMA,75.2715494,-138.5430988,-137.6300553,NAMA 33.8394486146896,46,1.7063726,0.236184717
agamidae,OUMV,73.08871259,-134.1774252,-133.2643817,NAMV 33.8394480850063,46,6.0720462,0.02662305
agamidae,OUMVA,75.27074019,-136.5414804,-135.3107111,NAMVA 33.8394530114242,46,4.0257168,0.074064927
agamidae,DensDep,55.37748656,-106.7549731,-106.6299731,NA,46,32.70645478,4.38E-08
agamidae,fit_env,57.75822139,-109.5164428,-109.2638112,NA,46,30.07261671,1.64E-07
agamidae,EB,73.97401889,-139.9480378,-139.5225059,NA46,47,4.4212532,0.087090848
agamidae,delta,70.74822618,-133.4964524,-133.0709204,NA46,47,10.8728387,0.003459621
agamidae,TS,63.8151272,-121.6302544,-121.3749353,346,47,22.5688238,9.98E-06
agamidae,TRC,76.1869333,-144.3738666,-143.9437591,95,47,0,0.794393085
agamidae,SRC,68.4767806,-130.9535612,-130.6982421,1125,47,13.245517,0.00105635
agamidae,OUS,61.52740609,-113.0548122,-112.4096509,NAS 34.6631634581273,47,31.5341082,1.13E-07
agamidae,OUMA,72.61778138,-133.2355628,-132.3225193,NAMA 33.5015899087045,47,11.6212398,0.002379662
agamidae,OUMV,69.25248147,-126.5049629,-125.5919195,NAMV 49.5621660328342,47,18.3518396,8.22E-05
agamidae,OUMVA,77.62394682,-141.2478936,-140.0171244,NAMVA 32.1623813112765,47,3.9266347,0.111526369
agamidae,DensDep,59.89311777,-115.7862355,-115.6612355,NA,47,28.28252357,5.74E-07
agamidae,fit_env,61.67185555,-117.3437111,-117.0910795,NA,47,26.85267958,1.17E-06
agamidae,EB,74.44818576,-140.8963715,-140.4708396,NA47,48,4.7332594,0.072707095
agamidae,delta,71.38481155,-134.7696231,-134.3440912,NA47,48,10.8600078,0.003397585
agamidae,TS,64.64203912,-123.2840782,-123.0287591,347,48,22.1753399,1.19E-05
agamidae,TRC,76.81710328,-145.6342066,-145.204099,713,48,0,0.775159389
